,text,label,text_length
904,"As the ORG107 administrator, I want to be able to register new teams for the system, so that I can keep the system up to date.",Unknown,123
905,"As the ORG107 manager, I want to be able to approve new teams that are registered in the ORG107 system, so that I can maintain integrity.",Unknown,131
906,"As the ORG107 manager, I want to be able to approve new leagues that are added to the system, so that I can maintain integrity.",Unknown,124
907,"As an ORG107 employee, I want the scheduling of games to be automated, so that I can relieve some of my workload.",Unknown,110
908,"As the ORG107, I want to avoid bias like giving teams a lighter schedule, so that I can avoid any claims of unfair advantages.",Unknown,123
909,"As an ORG107 employee, I want to automate the allocating of match officials to games, so that I can relieve some of my workload.",Unknown,125
910,"As the ORG107, I want to automatically apply league rules like not allowing the same match officials to officiate the same team multiple times, so that I can avoid claims about match officials causing an unfair advantage.",Unknown,218
911,"As the ORG107, I want to avoid conflicts between the game schedules and the match officials’ personal schedules, so that I will not have to reschedule games as a result of this.",Unknown,174
912,"As a match official, I want to have my preferred time slots, dates and locations for officiating games taken into consideration when making my schedule, so that I will not have to work at a time that is inconvenient for me.",Unknown,223
913,"As the ORG107, I want the teams to input every transaction they make into the system so that I can make sure the team is following their league’s rules.",Unknown,149
914,"As an ORG107 budget auditor, I want to be able to quickly obtain a system-generated report about a team's budget management, so that I can easily read up on their situation.",Unknown,170
915,"As a team manager, I want to manage my team’s finances directly within the system, so that I will not have to do unnecessary work.",Unknown,130
916,"As a team manager, I want to be able to assign roles and system privileges to different members on my team, so that I can delegate tasks and save time.",Unknown,151
917,"As a fan, I want to be notified as soon as possible about important schedule changes like a delayed kick-off, so that I can plan accordingly.",Unknown,141
918,"As a match official, I want to be notified as soon as possible about important schedule changes like a delayed kick-off, so that I can plan accordingly.",Unknown,152
919,"As the ORG107, I want all different stakeholders of a game event to be notified in the same way and at the same time, so that I can be more efficient.",Unknown,147
920,"As a fan, I want to be able to choose which game events I will be notified of, so that I do not get too many notifications for my liking.",Unknown,137
921,"As a fan, I want to check statistics of different matches and statistics of different players, so that I can be more engaged in their respective league.",Unknown,152
922,"As a team staff member, I want to access statistics about different matches and different players, so that I can strategize better.",Unknown,131
923,"As a match official, I want to report on match events live during the match, so that I do not have to register events twice.",Unknown,124
924,"As a fan, I want game events to be reported live so that I can keep track of what is happening as closely as possible.",Unknown,118
925,"As the ORG107, I want the match officials to directly report on game events, so that I can prevent unauthorized data sources being relevant.",Unknown,137
926,"As the ORG107, I want player and match statistics to be derived directly from the reported match events, so that no extra work needs to be done",Unknown,140
927,"As a collection curator, I want to set a date after which data will expire and be deleted or hidden then deleted.",Unknown,113
928,"As a collection curator, I want to see the scheduled records deletion date be displayed on the item and component pages.",Unknown,120
929,"As a repository manager, I want to track who is financially responsible for each item in the repository, who should probably be a person contact including name, phone, email, maybe title and address.",Unknown,199
930,"As a repository manager, I want to be able t run a report periodically showing the storage consumed by each financial contact.",Unknown,126
931,"As a collection curator, I want to map an item or items from CARDINAL1 collection to another, so that an item may administratively belong to CARDINAL1 collection but could appear in other collections.",Unknown,188
932,"As a faculty member, I want to add a date delimiter to a search string, so that I can limit a search to return only results from before, after, or between a given date or dates.",Unknown,177
933,"As a developer, I want to determine if we can use the in-built PRODUCT9 event audit services.",Unknown,93
934,"As a ORG115, I want events to be created when a publication is published and unpublished, who did it, comment, so that I can record when and why something was made unavailable.",Unknown,173
935,"As a repository manager, I want to specify the remote replication policy for each collection.",Unknown,93
936,"As a repository manager, I want to elect to either replicate remotely or not and possibly to replicate beyond the primary remote site.",Unknown,134
937,"As a collection curator, I want to have a summary of all remote replication status at collection level on my dashboard.",Unknown,119
938,"As a collection curator, I want to have my collection be encrypted with a key maintained on that server, a checksum made and stored of the encrypted file, and the encrypted file replicated to our remote storage site.",Unknown,216
939,"As a collection curator, I want to lift an embargo for an object in a simple way.",Unknown,81
940,"As a repoadmin, I want to have ORG116 bidirectionally communicate and integrate with ORG117, which  provide a PRODUCT10 and PERSON9 is using a hidden PRODUCT11 instance that ORG118 collects objects for.",Unknown,213
941,"As a collection curator, I want to have items be made available under the permissions they were configured once the embargo date has been reached.",Unknown,146
942,"As a collection curator, I want to create deposit forms specific to the collection.",Unknown,83
943,"As a collection curator, I want to allow some collections the option of setting an embargo date at deposit.",Unknown,107
944,"As a collection curator, I want to have item metadata to be discoverable while the item is under embargo.",Unknown,105
945,"As a collection curator, I want to have the item to be allowed under the access permissions set on the object after the embargo data is reached.",Unknown,144
946,"As a repoadmin, I want to have users to be presented with a license or a selection of licenses, specific to the collection, and deposit to be denied if the submitter does not accept the license.",Unknown,194
947,"As a repoadmin, I want to have the license be recorded in metadata and displayed alongside the item.",Unknown,100
948,"As a DigitalRecords Archivist, I want to have a method to batch ingest ETDs we receive from ORG119.",Unknown,101
949,"As a DigitalRecords Archivist, I want to have the repository to lift embargoes on the release date and set the access controls to the configuration set on item on that date.",Unknown,173
950,"As a visitor, I want to see the embargo status and release date clearly displayed and perhaps highlighted in some way.",Unknown,118
951,"As a DigitalRecords Archivist, I want to edit the length of embargoes.",Unknown,70
952,"As a DigitalRecords Archivist, I want to expose the descriptive record for each ORG120 item for re-use external to PRODUCT11.",Unknown,119
953,"As a DigitalRecords Archivist, I want to grant embargo privileges to other repository administrators.",Unknown,101
954,"As a DigitalRecords Archivist, I want to have a method to add and remove individual people from deposit groups.",Unknown,111
955,"As a collection curator, I want to have a tool to perform author authority control.",Unknown,83
956,"As a collection curator, I want to move items from CARDINAL1 collection to another.",Unknown,77
957,"As a repoadmin, I want to expose repository contents via PRODUCT12.",Unknown,65
958,"As a DigitalRecords Archivist, I want to view and download summary embargo metadata for all ETDs in the repository.",Unknown,115
959,"As a batch submitter, I want to provide my data and metadata in a simple, documented format to the repository staff for ingest.",Unknown,127
960,"As repository manager, I want to view authenticated, active users and anonymous users.",Unknown,86
961,"As a repository manager, I want to schedule a message to users to be displayed on each page on the repository between select times for things like notification of upcoming downtime.",Unknown,181
962,"As a repository manager, I want to see a display of recent errors deduplicated for easy comprehension like ORG116 provides.",Unknown,136
963,"As a collection curator, I want to see a dashboard widget showing a summary of recent submissions to my collection.",Unknown,115
964,"As a repoadmin, I want to continue to provide access to the repository in the event that the server fails.",Unknown,106
965,"As a repoadmin, I want to provide the server ORG121 to data contributors.",Unknown,70
966,"As a repoadmin, I want to update the repository index without disrupting access to the public interface.",Unknown,104
967,"As a repoadmin, I want to provide a ORG122 interface to the repository.",Unknown,76
968,"As a repoadmin, I want to have ORG116 to communicate",Unknown,65
969,"As a developer, I want to upgrade to PRODUCT9 and migrate our applications and data.",Unknown,84
970,"As a collection curator, I want to have metadata changes made to items with repository-assigned DOIs to be propagated to the PRODUCT13.",Unknown,130
971,"As a collection curator, I want to canonically identify authors and creators of my items by unique identifier, so that it's easier to view all of the works by that person together.",Unknown,180
972,"As a collection curator, I want to see the referers for visitors who use resolver-abstracted links to reach my items.",Unknown,117
973,"As a data contributor, I want to refer to LAW6 in grant proposals and ORG123.",Unknown,114
974,"As a depositor, I want to get feedback post-ingest alerting me if files I submitted do not conform to their format specifications, if they are not valid, or if they are not wellformed.",Unknown,184
975,"As a batch submitter, I want to access documentation describing the folder ingest process.",Unknown,90
976,"As a depositor, I want to see what kinds of things the repository accepts and what formats are accepted and recommended.",Unknown,120
977,"As a depositor, I want to easily find information about which data can be assigned a ORG84, how to get one, and what metadata are required.",Unknown,137
978,"As a collection curator, I want to create groups of users to manage permissions in the repository in an easy way.",Unknown,113
979,"As a collection curator, I want to restrict access to my collection or items to Duke IP addresses.",Unknown,98
980,"As a collection curator, I want users to contact me directly from the repository to request access to restricted objects.",Unknown,121
981,"As a collection owner, I want to have submitters to my collection to be unable to modify existing items in that collection.",Unknown,123
982,"As a superuser, I want to enter and exit the superuser scope.",Unknown,61
983,As a collection curator I want to change permissions on CARDINAL1 or more items simultaneously.,Unknown,89
984,"As a collection curator, I want to be able require authentication to access objects unless the request is coming from a whitelisted IP address, list of addresses.",Unknown,162
985,"As a repository manager, I want to view available versions of an object and restore a version from the staff interface.",Unknown,119
986,"As a collection curator, I want to view the permission on my objects all together.",Unknown,82
987,"As a non-Duke researcher, I want to describe my team and mine's objects in the repository after they've been deposited if we've been assigned permission to edit metadata.",Unknown,170
988,"As an app developer, I want to include the code of a dataset type in my app artifact and create a dataset of that type when deploying the app.",Unknown,142
989,"As an app developer, I want to deploy a new version of a dataset type as part of an app artifact, without affecting other datasets of this type.",Unknown,144
990,"As an app developer, I want to explore a dataset instance of a type that was deployed as part of an app.",Unknown,104
991,"As an app developer, I want to ensure that when I deploy an artifact without creating an app this will not create any dataset types or instances.",Unknown,145
992,"As an app developer, I want to share a dataset type across multiple applications that include the dataset type's code in their artifacts.",Unknown,137
993,"As an app developer, I want to share a dataset type that I had previously deployed as part of an app.",Unknown,101
994,"As a dataset developer, I want to deploy a dataset type independent from any app and allow apps to create and use dataset instances of that type.",Unknown,145
995,"As a dataset developer, I want to have the option of forcing applications to have the dataset code injected at runtime.",Unknown,119
996,"As a dataset developer, I want to have an archetype that helps me package my dataset type properly.",Unknown,99
997,"As a dataset developer, I want to separate the interface from the implementation of a dataset type.",Unknown,99
998,"As an app developer, I want to only depend on the interface of a dataset type in my app and have the system inject the implementation at runtime.",Unknown,145
999,"As an app developer, I want to write unit tests for an app that depends on the interface of a dataset type.",Unknown,107
1000,"As a dataset developer, I want to assign explicit versions to the code of a dataset type.",Unknown,89
1001,"As a dataset developer, I want to deploy a new version of a dataset type without affecting the dataset instances of that type.",Unknown,126
1002,"As an app developer, I want to create a dataset instance with a specific version of a dataset type.",Unknown,99
1003,"As a dataset developer, I want to explore a dataset instance created from a dataset type that was deployed by itself.",Unknown,117
1004,"As a dataset developer, I want to delete outdated versions of a dataset type and I expect this to fail if there are any dataset instances with that version of the type.",Unknown,168
1005,"As a dataset developer, I want to list all dataset instances that use a dataset type or a specific version of a type.",Unknown,117
1006,"As a data scientist, I want to be able to create a dataset instance of an existing dataset type without writing code.",Unknown,117
1007,"As a data scientist, I want to be able to upgrade a dataset instance to a new version of its code.",Unknown,98
1008,"As a hydrator user, I want to create a pipeline that reads or writes an existing dataset instance.",Unknown,98
1009,"As a hydrator user, I want to create a pipeline that reads or writes a new dataset instance and I want to create that dataset instance as part of pipeline creation.",Unknown,164
1010,"As a hydrator user, I want to explore the datasets created by my pipeline.",Unknown,74
1011,"As a hydrator user, I want to ensure that all dataset instances created by apps are available as sinks and sources for pipelines.",Unknown,129
1012,"As an app developer, I want to ensure that all dataset instances created by Hydrator pipelines are accessible to the app.",Unknown,121
1013,"As a plugin developer, I want to use a custom dataset type that was deployed independently or as part of an app inside the plugin.",Unknown,130
1014,"As a plugin developer, I want to upgrade the code of a dataset type used by a dataset instance created by that plugin when I deploy a new version of the plugin and update the pipeline to use that version.",Unknown,204
1015,"As a pipeline developer, I want to upgrade a dataset instance to a newer version of the code after the pipeline was created.",Unknown,124
1016,"As a dataset developer, I want to have the option of implementing an upgrade step for when a dataset instance is upgraded to a new version of the dataset type.",Unknown,159
1017,"As a dataset developer, I want to have a way to reject an upgrade of a dataset instance to a newer version of it type if the upgrade is not compatible.",Unknown,151
1018,"As a dataset developer, I want to have the option of implementing a migration procedure that can be run after an upgrade of a dataset instance to a new version of it type.",Unknown,171
1019,"As a developer, I want to take a dataset offline, so that I can perform a long-running maintenance or migration procedure.",Unknown,122
1020,"As a dataset developer, I want to implement custom administrative operations such as ""compaction"" or ""rebalance"" that are no common to all dataset types.",Unknown,153
1021,"As an app developer, I want to perform custom administrative operations on dataset instances from my app and the CLI and REST or the UI.",Unknown,136
1022,"As a user, I want to find out what properties are supported by the dataset type what values are allowed and what the defaults are when creating a dataset instance.",Unknown,163
1023,"As a user, I want to specify the schema of a dataset in a uniform way across all dataset types.",Unknown,95
1024,"As a user, I want to specify schema as a JSON string.",Unknown,53
1025,"As a user, I want to specify schema as a SQL schema string.",Unknown,59
1026,"As a user, I want to configure time-to-live in a uniform way across all dataset types.",Unknown,86
1027,"As a user, I want to see the properties that were used to configure a dataset instance.",Unknown,87
1028,"As a user, I want to find out what properties of a dataset can be updated.",Unknown,74
1029,"As a user, I want to update the properties of a dataset instance and I expect this to fail if the new properties are not compatible with a meaningful error message.",Unknown,164
1030,"As a user, I want to update a single property of a dataset instance without knowing all other properties.",Unknown,105
1031,"As a user, I want to remove a single property of a dataset instance without knowing all other properties.",Unknown,105
1032,"As a user, I want to trigger a migration process for a dataset if updating its properties requires that.",Unknown,104
1033,"As a user, I want to ensure that if reconfiguration of a dataset fails then no changes have taken effect, so that all steps required to reconfigure a dataset must be done as a single atomic action.",Unknown,197
1034,"As an app developer, I want to ensure that application creation fails if any of its datasets cannot be created.",Unknown,111
1035,"As an app developer, I want to ensure that application redeployment fails if any of its datasets cannot be reconfigured.",Unknown,120
1036,"As an app developer, I want to tolerate existing datasets if their properties are different but compatible when creating a dataset as part of app deployment.",Unknown,157
1037,"As a user, I want to specify as part of dataset configuration whether it is explorable.",Unknown,87
1038,"As a user, I want to specify the explore schema separately.",Unknown,59
1039,"As a user, I want to ensure that dataset creation fails if the dataset cannot be enabled for explore.",Unknown,101
1040,"As a user, I want to ensure that dataset reconfiguration fails if the corresponding update of the explore table fails.",Unknown,118
1041,"As a user, I want to ensure that a dataset operation fails if it fails to make its required changes to explore.",Unknown,111
1042,"As a user, I want to ensure that an update of explore never leads to silent loss of data or data available for explore.",Unknown,119
1043,"As a user, I want to enable explore for a dataset that was not configured for explore initially.",Unknown,96
1044,"As a user, I want to disable explore for a dataset that was configured for explore initially.",Unknown,93
1045,"As a system administrator, I want to run a script that installs the GPE8 node onto a virgin Ubuntu operating system.",Unknown,120
1046,"As a system administrator, I want to run a script that tests to see if a GPE8 installation is functioning correctly.",Unknown,120
1047,"As a release engineer, I want to call a script to execute acceptance tests against a GPE8 installation and report back the results.",Unknown,135
1048,"As an investigator, I want to view the acceptance test results, so that I can understand how feature-complete the GPE8 node currently is.",Unknown,141
1049,"As an MRI operator, I want to digitally record the responses that subjects make when completing paper-based forms.",Unknown,114
1050,"As a user, I want to navigate forwards and backwards between log books and log book pages without having to use my browser's back button.",Unknown,137
1051,"As a lab administrator, I want to theme the Web interface graphics/colours.",Unknown,75
1052,"As a systems administrator, I want  to install GPE8 dependencies into an Ubuntu CARDINAL17 ORG124 machine using the normal Ubuntu package management tools.",Unknown,151
1053,"As a researcher, I want to create a log book page for an experiment and attach a file to this page.",Unknown,99
1054,"As a researcher, I want to create a log book page for an experiment and attach a directory that contains multiple files.",Unknown,120
1055,"As a researcher, I want to upload files prior to having them attached to a log book page.",Unknown,89
1056,"As a researcher, I want to upload files prior to having them attached to a log book page using the web interface.",Unknown,113
1057,"As a researcher, I want to upload files prior to having them attached to a log book page using a mapped network drive.",Unknown,118
1058,"As a researcher, I want to attach currently non-attached files to a log book page.",Unknown,82
1059,"As a researcher, I want to receive an alert of any unattached files that are in my workspace.",Unknown,93
1060,"As a researcher, I want to download files attached to an experiment using my Web browser.",Unknown,89
1061,"As a researcher, I want to access files stored in my GPE8 workspace, using a network drive attached to my workstation.",Unknown,122
1062,"As a researcher, I want to create a log book page.",Unknown,50
1063,"As a supervisor, I want to view what my researchers were doing on a given date or period of time.",Unknown,97
1064,"As a user, I want to upload large files of over 1GB in size.",Unknown,60
1065,"As a user, I want to assign tags to files that I have uploaded.",Unknown,63
1066,"As a user, I want to assign bespoke information to a file dependent on its type.",Unknown,80
1067,"As a user, I want to filter the files I get from search results based on their  type.",Unknown,85
1068,"As a user, I want to use the tags that I use are part of a controlled vocabulary.",Unknown,81
1069,"As a user, I want to make uploaded data files to be non-modifiable.",Unknown,67
1070,"As a user, I want to make predicated links between files.",Unknown,57
1071,"As a user, I want to restrict what can be entered to a metadata field.",Unknown,70
1072,"As a user, I want to have files I might accidentally delete to be restorable.",Unknown,77
1073,"As a user, I want to revert to an older version of an uploaded file.",Unknown,68
1074,"As a user, I want to have a visual way of viewing particular files uploaded over a time period.",Unknown,95
1075,"As a user, I want to associate together files involved in a experiment.",Unknown,71
1076,"As a system administrator, I want to have a managed backup protocol for the system.",Unknown,83
1077,"As a user, I want to enter metadata / describe an experiment protocol before a file is even created.",Unknown,100
1078,"As lab administrator, I want to have increased access to the system to support regular users.",Unknown,93
1079,"As a user, I want to link together experimental runs to build an experiment.",Unknown,76
1080,"As a lab administrator, I want to create page templates with bespoke metadata fields.",Unknown,85
1081,"As a user, I want to capture the same metadata for each file created in an experimental run.",Unknown,92
1082,"As a lab administrator, I want a way of managing worm strain stocks that is integrated with ORG125.",Unknown,101
1083,"As a user, I want to search for and download human-readable experimental protocols.",Unknown,83
1084,"As a user, I want to modify or branch an experimental protocol, whilst retaining the original.",Unknown,94
1085,"As a user, I want to view how an experimental protocol has evolved over time.",Unknown,77
1086,"As a user, I want to create a protocol and assign metadata to any stag.",Unknown,71
1087,"As a user, I want to prove definitively that I created a page on a certain date.",Unknown,80
1088,"As a user, I want to manage the references / papers I have investigated.",Unknown,72
1089,"As a user, I want to search specifically for files rather than log book pages.",Unknown,78
1090,"As a user, I want to limit my search to a particular set of log books.",Unknown,70
1091,"As a user, I want to limit my search results to CARDINAL1 or more log book sections from CARDINAL1 or more log books.",Unknown,105
1092,"As a user, I want to download files directly from the search results page.",Unknown,74
1093,"As a user, I want to see the provenance of the page as part of the search results.",Unknown,82
1094,"As a user, I want to attach multiple files at once to a log book page.",Unknown,70
1095,"As a user, I want to download multiple files from the search results in CARDINAL1 go.",Unknown,79
1096,"As a user, I want to draw tables using HTML tags as part of the content of a log book page.",Unknown,91
1097,"As a lab member, I want to view events and equipment bookings within the group.",Unknown,79
1098,"As a user, I want to store worm behaviour videos with an encoding that can be analysed by the worm analysis software written by PERSON10.",Unknown,146
1099,"As a system administrator, I want to migrate data from an older version of ORG126 to the current version.",Unknown,107
1100,"As a user, I want to have the system to also forward important news items to an external mailing list.",Unknown,102
1101,"As a user, I want to view and update an inventory of of the equipment and consumables that are present in the centre.",Unknown,117
1102,"As a user, I want to have a spreadsheet hosted within the GPE8 Web page, so that I can edit and calculate costs collaboratively with others while working on the proposal.",Unknown,174
1103,"As a supervisor, I want to create feedback forms within GPE8, that my students can fill in and submit, in order to provide me with feedback about the course that they attended.",Unknown,180
1104,"As a user, I want to have the option to tell GPE8 to push posted content to my Twitter feed at the same time.",Unknown,113
1105,"As a user, I want to either keep a logbook entry private or share it with individuals rather than groups.",Unknown,105
1106,"As a user, I want to have the details of the workflow execution to be recorded in a neurohub log book while executing a workflow.",Unknown,129
1107,"As a user, I want to have that my Twitter Tweets to appear in GPE8, so that other researchers in the centre can see what I am up to.",Unknown,136
1108,"As a user, I want to view the group's shared calendars via FAC3 Web page as well as on my mobile device.",Unknown,119
1109,"As a user, I want to sync events created in ORG126 with a web-based WORK_OF_ART8 such as ORG127 WORK_OF_ART8.",Unknown,103
1110,"As a researcher, I want to have the ability to insert NORP3 symbols into my logbook entries.",Unknown,92
1111,"As a user, I want to have the ability to move multiple files around and rearrange them using the GPE8 file browser while processing data.",Unknown,141
1112,"As a researcher, I want to point my PERSON11 client at a group-wide shared repository of research papers and get notifications via PERSON11 when new content is added.",Unknown,166
1113,"As a researcher, I want to have electronic support for keeping track of which data sets were used/output/modified as part of a particular experiment.",Unknown,149
1114,"As a user, I want a mechanism for electronically sharing papers and notes with other researchers, so that we can collaborate effectively.",Unknown,137
1115,"As a researcher, I want to have services to support the long term curation of data, so that I can be sure that data will not get 'lost' with the passage of time.",Unknown,161
1116,"As a researcher, I want to have a timeline display of multiple data files and their associated images, so that I can compare the data taken from experiments on particular dates.",Unknown,177
1117,"As a researcher, I want to have remote access to my data for off-site working , so that I can still work effectively while away from the lab.",Unknown,141
1118,"As a researcher, I want to share post-experiment write-ups with other researchers, so that others can more easily replicate my work.",Unknown,132
1119,"As a researcher, I want to collect data as a library of data, which can then be used by CARDINAL1 or multiple experiments that are defined at a later stage.",Unknown,150
1120,"As a researcher, I want to indicate within my electronic log book which experimental data is good/bad, hide the bad data, but still keep it in the system just in case it is useful in the future.",Unknown,194
1121,"As a researcher, I want to have the system to provide standard metadata, that all researchers in the centre (and beyond) can use, so that we can better understand each others' data.",Unknown,181
1122,"As a researcher, I want to have physiology images to be annotated with standard meta data, so that my data can later be searched for and understood.",Unknown,148
1123,"As a researcher, I want to have the ability to attach standard meta data for behavioural observations (and video), so that my data can later be searched for and understood.",Unknown,172
1124,"As a researcher,  I want to have the ability to attach standard meta data for drug responses, so that my data can later be searched for and understood.",Unknown,151
1125,"As a researcher, I want to have the ability to search for images of cells using standard meta data.",Unknown,99
1126,"As a researcher, I want to have at least some meta data to be automatically inserted when new data is added to the system.",Unknown,122
1127,"As a researcher,  I want to have the ability to attach detailed meta data to the data and entries that I create.",Unknown,112
1128,"As a user, I want to be sure that existing metadata corresponding to the file is not lost when moving a file to a new location.",Unknown,127
1129,"As a researcher, I want to have the ability to form links between objects, for example File A is an analysis of File B, so that data can be searched by type and by association.",Unknown,176
1130,"As a researcher, I want to have the ability to locate experiment files using meta data, regardless of where those files are located.",Unknown,132
1131,"As a researcher, I want to have any data that I have written to the ORG128 to be protected from modification or deletion, so that original data can always be traced back to an experiment and a point in time.",Unknown,204
1132,"As a user,  I want to have the ability to keep my data private on the system, and only share data that I deem should be shared.",Unknown,127
1133,"As a researcher,  I want to have the ability to store all the inputs for an experiment so that the provenance of the results can be verified.",Unknown,141
1134,"As a researcher, I want to have the ability to search for files by file type and format.",Unknown,88
1135,"As a researcher,  I want to have the ability to bulk upload directories and files with minimal effort.",Unknown,102
1136,"As a researcher, I want to associate meta data to the group as a whole at some point in time after the bulk upload has completed, so that I have a period of time to reflect on suitable values for the meta data.",Unknown,210
1137,"As a user,  I want to have the ability to change the sharing and ownership of multiple files.",Unknown,93
1138,"As a researcher,  I want to have the ability to restrict the data I share to certain researchers or groups of researchers.",Unknown,122
1139,"As a researcher,  I want to have the ability to locate and access data that colleagues want to share.",Unknown,101
1140,"As a researcher,  I want to have the ability to interact with a revision control system so that I can keep track of changes to files over time.",Unknown,143
1141,"As a JuniorResearcher,  I want to have the ability to harvest knowledge from within the group, so that I can learn from more experienced researchers.",Unknown,149
1142,"As a researcher, I want to secure remote access to the GPE8 node when working away from the laboratory",Unknown,106
1143,"As a researcher, I want to have a group-level repository for sharing papers/reviews/comments with other researchers.",Unknown,116
1144,"As a researcher, I want to have the details of the workflow plan as well as the execution history and results recorded in GPE8 while executing a workflow",Unknown,157
1145,"As an ORG129, I want to know exactly what ALFRED does with my personal data, and share it only on my specific permission.",Unknown,126
1146,"As an ORG129, I want to receive information from ALFRED by speech technology.",Unknown,82
1147,"As an ORG129, I want to use only well-visible buttons.",Unknown,59
1148,"As an ORG129, I want to use ALFRED as much as possible with speech interaction.",Unknown,84
1149,"As an ORG129, I want to always keep control on the activities of ALFRED.",Unknown,77
1150,"As an ORG129, I want to be able to manage my privacy and data settings.",Unknown,76
1151,"As an ORG129, I want to have everything preinstalled, so that I do not have to set up ALFRED by myself.",Unknown,108
1152,"As an ORG129, I want to have a small ALFRED device that is wearable and easy to carry with me.",Unknown,99
1153,"As an ORG129, I want to have ALFRED on all my computers, tablets and phone.",Unknown,80
1154,"As an ORG129, I want to have ALFRED on a bracelet or a necklace, so that I can always wear him with me.",Unknown,108
1155,"As an ORG129, I want to have clear instructions and service after sales that guide me if I have trouble in using FAC4.",Unknown,125
1156,"As an ORG129, I want to have an ALFRED device that speaks very slowly and clearly.",Unknown,87
1157,"As an ORG129, I want to have an ALFRED device that only reacts to me.",Unknown,74
1158,"As an ORG129, I want to have an ALFRED device that only listens to me when I ask it to.",Unknown,92
1159,"As an ORG129, I want to have an introduction conversation with ALFRED, so that I can learn everything about him and he about me.",Unknown,133
1160,"As an ORG129, I want to buy ALFRED in a senior shop with special client support.",Unknown,85
1161,"As an ORG129, I want to buy ALFRED for a low price.",Unknown,56
1162,"As an ORG129, I want to receive visual support, especially when looking at a list, map or agenda.",Unknown,102
1163,"As an ORG129, I want to use ALFRED to pay for small amounts.",Unknown,65
1164,"As an ORG129, I want to have a very good battery for ALFRED so I can keep him on DATE27.",Unknown,100
1165,"As an ORG129, I want to have an ALFRED device that informs me about a low battery when leaving the house.",Unknown,110
1166,"As an ORG129, I want to have an ALFRED device that can be easily adapted for user that have visual or hearing troubles.",Unknown,124
1167,"As an ORG129, I want to have an ALFRED device that can be easily adapted for user that have visual troubles.",Unknown,113
1168,"As an ORG129, I want to have an ALFRED device that can be easily adapted for user that have hearing trouble.",Unknown,113
1169,"As an ORG129, I want to have an ALFRED device that repeats the last phrase.",Unknown,80
1170,"As an ORG129, I want to be able to zoom into visual content.",Unknown,65
1171,"As an ORG129, I want to have an ALFRED device that responds to the changing demand of the users by offering new Apps in the ALFREDO platform.",Unknown,146
1172,"As an ORG129, I want to have an ALFRED device that helps me to communicate with my friends and family.",Unknown,107
1173,"As an ORG129, I want to have video conversation with others.",Unknown,65
1174,"As a MedicalCaregiver, I want to have videophone.",Unknown,49
1175,"As an ORG129, I want to have an AFLRED device that encourages its users for real interaction between humans and not only with ICT tools.",Unknown,141
1176,"As an ORG129, I want to have an ALFRED device that provides me with information about existing apps that corresponds to my interests.",Unknown,138
1177,"As an ORG129, I want to be able to customize my preferences in the different functionalities of the solution.",Unknown,114
1178,"As a MedicalCaregiver, I want to have a simple ALFRED unit that is expandable in is functions.",Unknown,94
1179,"As an ORG129, I want to have my data stored directly on the phone.",Unknown,71
1180,"As an ORG129, I want to receive a wake up call from ALFRED in the morning checking on me if I am ok.",Unknown,105
1181,"As an ORG129, I want to receive day and TIME7 rythm support with agenda reminders.",Unknown,87
1182,"As an ORG129, I want to receive support to use the public transport.",Unknown,73
1183,"As an ORG129, I want to use ALFRED for navigation.",Unknown,55
1184,"As an ORG129, I want to use ALFRED for touristic walks and indications with explanations on historical and cultural sights.",Unknown,128
1185,"As an ORG129, I want to receive support to have a taxi on time.",Unknown,68
1186,"As an ORG129, I want to use ALFRED to see who is standing at my door and open the door.",Unknown,92
1187,"As an ORG129, I want to use ALFRED to pick the phone sooner up when I am at home.",Unknown,86
1188,"As an ORG129, I want to use ALFRED to turn on/off the lights.",Unknown,66
1189,"As an ORG129, I want to use ALFRED to control the heating.",Unknown,63
1190,"As an ORG129, I want to use ALFRED to control the TV and radio.",Unknown,68
1191,"As an ORG129, I want to use ALFRED to watch movies.",Unknown,56
1192,"As an ORG129, I want to use ALFRED to hear about the news.",Unknown,63
1193,"As an ORG129, I want to use ALFRED to contact help in case of an emergency.",Unknown,80
1194,"As a MedicalCaregiver, I want to use video calls in case of emergency.",Unknown,70
1195,"As an ORG129, I want to have ALFRED contact the nearest caregiver when I ask ALFRED for urgent help.",Unknown,105
1196,"As an ORG129, I want to receive a message when my home care nurse is on her way.",Unknown,85
1197,"As an ORG129, I want to receive a medicine reminder from ALFRED.",Unknown,69
1198,"As an ORG129, I want to be able to see whether I already have taken my pills, so that I can avoid an overdose.",Unknown,115
1199,"As a MedicalCaregiver, I want to be able to see if the patient has taken her medicine.",Unknown,86
1200,"As an ORG129, I want to use ALFRED to do my grocery shopping.",Unknown,66
1201,"As an ORG129, I want to use ALFRED to send messages.",Unknown,57
1202,"As an ORG129, I want to have ALFRED to detect falls and send an emergency to a specific contact.",Unknown,101
1203,"As an ORG129, I want to have ALFRED to suggest healthy recipes.",Unknown,68
1204,"As an ORG129, I want to have ALFRED ask spontaneous questions but it would be better to programme it during certain times of DATE11.",Unknown,138
1205,"As an ORG129, I want to have ALFRED to initiate questions, but it should be in the domains of my interest such as cinema, exhibitions, cooking.",Unknown,148
1206,"As an ORG129, I want to be able to call someone with ALFRED.",Unknown,65
1207,"As an ORG129, I want to activate the vocal interaction mode of ALFRED by pushing a specific button.",Unknown,104
