text,label,text_length
"As a systems administrator, I want  to install Neurohub dependencies into an Ubuntu 10.04 LTS machine using the normal Ubuntu package management tools.",Consistency,151
"As a researcher, I want to create a log book page for an experiment and attach a file to this page.",Accessibility,99
"As a researcher, I want to create a log book page for an experiment and attach a directory that contains multiple files.",Aggregation,120
"As a researcher, I want to upload files prior to having them attached to a log book page.",Accessibility,89
"As a researcher, I want to upload files prior to having them attached to a log book page using the web interface.",Accessibility,113
"As a researcher, I want to upload files prior to having them attached to a log book page using a mapped network drive.",Accessibility,118
"As a researcher, I want to attach currently non-attached files to a log book page.",Aggregation,82
"As a researcher, I want to receive an alert of any unattached files that are in my workspace.",Accessibility,93
"As a researcher, I want to download files attached to an experiment using my Web browser.",Accessibility,89
"As a researcher, I want to access files stored in my Neurohub workspace, using a network drive attached to my workstation.",Accessibility,122
"As a researcher, I want to create a log book page.",Consistency,50
"As a supervisor, I want to view what my researchers were doing on a given date or period of time.",Accessibility,97
"As a user, I want to upload large files of over 1GB in size.",Aggregation,60
"As a user, I want to assign tags to files that I have uploaded.",Aggregation,63
"As a user, I want to assign bespoke information to a file dependent on its type.",Consistency,80
"As a user, I want to filter the files I get from search results based on their  type.",Contacts,85
"As a user, I want to use the tags that I use are part of a controlled vocabulary.",Consistency,81
"As a user, I want to make uploaded data files to be non-modifiable.",Consistency,67
"As a user, I want to make predicated links between files.",Consistency,57
"As a user, I want to restrict what can be entered to a metadata field.",Accessibility,70
"As a user, I want to have files I might accidentally delete to be restorable.",Accessibility,77
"As a user, I want to revert to an older version of an uploaded file.",Accessibility,68
"As a user, I want to have a visual way of viewing particular files uploaded over a time period.",Aggregation,95
"As a user, I want to associate together files involved in a experiment.",Aggregation,71
"As a system administrator, I want to have a managed backup protocol for the system.",Consistency,83
"As a user, I want to enter metadata / describe an experiment protocol before a file is even created.",Accessibility,100
"As lab administrator, I want to have increased access to the system to support regular users.",Accessibility,93
"As a user, I want to link together experimental runs to build an experiment.",Aggregation,76
"As a lab administrator, I want to create page templates with bespoke metadata fields.",Consistency,85
"As a user, I want to capture the same metadata for each file created in an experimental run.",Consistency,92
"As a lab administrator, I want a way of managing worm strain stocks that is integrated with Wormbase.",Consistency,101
"As a user, I want to search for and download human-readable experimental protocols.",Accessibility,83
"As a user, I want to modify or branch an experimental protocol, whilst retaining the original.",Consistency,94
"As a user, I want to view how an experimental protocol has evolved over time.",Chat,77
"As a user, I want to create a protocol and assign metadata to any stag.",Consistency,71
"As a user, I want to prove definitively that I created a page on a certain date.",Authentication,80
"As a user, I want to manage the references / papers I have investigated.",Aggregation,72
"As a user, I want to search specifically for files rather than log book pages.",Accessibility,78
"As a user, I want to limit my search to a particular set of log books.",Consistency,70
"As a user, I want to limit my search results to one or more log book sections from one or more log books.",Aggregation,105
"As a user, I want to download files directly from the search results page.",Accessibility,74
"As a user, I want to see the provenance of the page as part of the search results.",Authentication,82
"As a user, I want to attach multiple files at once to a log book page.",Aggregation,70
"As a user, I want to download multiple files from the search results in one go.",Aggregation,79
"As a user, I want to draw tables using HTML tags as part of the content of a log book page.",Consistency,91
"As a lab member, I want to view events and equipment bookings within the group.",Contacts,79
"As a user, I want to store worm behaviour videos with an encoding that can be analysed by the worm analysis software written by Christopher James.",Consistency,146
"As a system administrator, I want to migrate data from an older version of NeuroHub to the current version.",Consistency,107
"As a user, I want to have the system to also forward important news items to an external mailing list.",Aggregation,102
"As a user, I want to view and update an inventory of of the equipment and consumables that are present in the centre.",Accessibility,117
"As a user, I want to have a spreadsheet hosted within the Neurohub Web page, so that I can edit and calculate costs collaboratively with others while working on the proposal.",Aggregation,174
"As a supervisor, I want to create feedback forms within Neurohub, that my students can fill in and submit, in order to provide me with feedback about the course that they attended.",Consistency,180
"As a user, I want to have the option to tell Neurohub to push posted content to my Twitter feed at the same time.",Aggregation,113
"As a user, I want to either keep a logbook entry private or share it with individuals rather than groups.",Accessibility,105
"As a user, I want to have the details of the workflow execution to be recorded in a neurohub log book while executing a workflow.",Consistency,129
"As a user, I want to have that my Twitter Tweets to appear in Neurohub, so that other researchers in the centre can see what I am up to.",Aggregation,136
"As a user, I want to view the group's shared calendars via the Neurohub Nodes' Web page as well as on my mobile device.",Accessibility,119
"As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar.",Consistency,103
"As a researcher, I want to have the ability to insert Greek symbols into my logbook entries.",Accessibility,92
"As a user, I want to have the ability to move multiple files around and rearrange them using the Neurohub file browser while processing data.",Aggregation,141
"As a researcher, I want to point my Mendeley client at a group-wide shared repository of research papers and get notifications via Mendeley when new content is added.",Aggregation,166
"As a researcher, I want to have electronic support for keeping track of which data sets were used/output/modified as part of a particular experiment.",Consistency,149
"As a user, I want a mechanism for electronically sharing papers and notes with other researchers, so that we can collaborate effectively.",Accessibility,137
"As a researcher, I want to have services to support the long term curation of data, so that I can be sure that data will not get 'lost' with the passage of time.",Authentication,161
"As a researcher, I want to have a timeline display of multiple data files and their associated images, so that I can compare the data taken from experiments on particular dates.",Aggregation,177
"As a researcher, I want to have remote access to my data for off-site working , so that I can still work effectively while away from the lab.",Accessibility,141
"As a researcher, I want to share post-experiment write-ups with other researchers, so that others can more easily replicate my work.",Consistency,132
"As a researcher, I want to collect data as a library of data, which can then be used by one or multiple experiments that are defined at a later stage.",Aggregation,150
"As a researcher, I want to indicate within my electronic log book which experimental data is good/bad, hide the bad data, but still keep it in the system just in case it is useful in the future.",Authentication,194
"As a researcher, I want to have the system to provide standard metadata, that all researchers in the centre (and beyond) can use, so that we can better understand each others' data.",Consistency,181
"As a researcher, I want to have physiology images to be annotated with standard meta data, so that my data can later be searched for and understood.",Accessibility,148
"As a researcher, I want to have the ability to attach standard meta data for behavioural observations (and video), so that my data can later be searched for and understood.",Consistency,172
"As a researcher,  I want to have the ability to attach standard meta data for drug responses, so that my data can later be searched for and understood.",Consistency,151
"As a researcher, I want to have the ability to search for images of cells using standard meta data.",Accessibility,99
"As a researcher, I want to have at least some meta data to be automatically inserted when new data is added to the system.",Accessibility,122
"As a researcher,  I want to have the ability to attach detailed meta data to the data and entries that I create.",Accessibility,112
"As a user, I want to be sure that existing metadata corresponding to the file is not lost when moving a file to a new location.",Consistency,127
"As a researcher, I want to have the ability to form links between objects, for example File A is an analysis of File B, so that data can be searched by type and by association.",Consistency,176
"As a researcher, I want to have the ability to locate experiment files using meta data, regardless of where those files are located.",Accessibility,132
"As a researcher, I want to have any data that I have written to the VRE to be protected from modification or deletion, so that original data can always be traced back to an experiment and a point in time.",Authentication,204
"As a user,  I want to have the ability to keep my data private on the system, and only share data that I deem should be shared.",Accessibility,127
"As a researcher,  I want to have the ability to store all the inputs for an experiment so that the provenance of the results can be verified.",Authentication,141
"As a researcher, I want to have the ability to search for files by file type and format.",Accessibility,88
"As a researcher,  I want to have the ability to bulk upload directories and files with minimal effort.",Aggregation,102
"As a researcher, I want to associate meta data to the group as a whole at some point in time after the bulk upload has completed, so that I have a period of time to reflect on suitable values for the meta data.",Aggregation,210
"As a user,  I want to have the ability to change the sharing and ownership of multiple files.",Aggregation,93
"As a researcher,  I want to have the ability to restrict the data I share to certain researchers or groups of researchers.",Authentication,122
"As a researcher,  I want to have the ability to locate and access data that colleagues want to share.",Accessibility,101
"As a researcher,  I want to have the ability to interact with a revision control system so that I can keep track of changes to files over time.",Accessibility,143
"As a JuniorResearcher,  I want to have the ability to harvest knowledge from within the group, so that I can learn from more experienced researchers.",Accessibility,149
"As a researcher, I want to secure remote access to the Neurohub node when working away from the laboratory",Accessibility,106
"As a researcher, I want to have a group-level repository for sharing papers/reviews/comments with other researchers.",Aggregation,116
"As a researcher, I want to have the details of the workflow plan as well as the execution history and results recorded in Neurohub while executing a workflow",Consistency,157
"As an OlderPerson, I want to know exactly what ALFRED does with my personal data, and share it only on my specific permission.",Accessibility,126
"As an OlderPerson, I want to receive information from ALFRED by speech technology.",Accessibility,82
"As an OlderPerson, I want to use only well-visible buttons.",Accessibility,59
"As an OlderPerson, I want to use ALFRED as much as possible with speech interaction.",Accessibility,84
"As an OlderPerson, I want to always keep control on the activities of ALFRED.",Authentication,77
"As an OlderPerson, I want to be able to manage my privacy and data settings.",Accessibility,76
"As an OlderPerson, I want to have everything preinstalled, so that I do not have to set up ALFRED by myself.",Accessibility,108
"As an OlderPerson, I want to have a small ALFRED device that is wearable and easy to carry with me.",Accessibility,99
"As an OlderPerson, I want to have ALFRED on all my computers, tablets and phone.",Accessibility,80
"As an OlderPerson, I want to have ALFRED on a bracelet or a necklace, so that I can always wear him with me.",Accessibility,108
"As an OlderPerson, I want to have clear instructions and service after sales that guide me if I have trouble in using ALFRED.",Accessibility,125
"As an OlderPerson, I want to have an ALFRED device that speaks very slowly and clearly.",Accessibility,87
"As an OlderPerson, I want to have an ALFRED device that only reacts to me.",Accessibility,74
"As an OlderPerson, I want to have an ALFRED device that only listens to me when I ask it to.",Accessibility,92
"As an OlderPerson, I want to have an introduction conversation with ALFRED, so that I can learn everything about him and he about me.",Contacts,133
"As an OlderPerson, I want to buy ALFRED in a senior shop with special client support.",Accessibility,85
"As an OlderPerson, I want to buy ALFRED for a low price.",Accessibility,56
"As an OlderPerson, I want to receive visual support, especially when looking at a list, map or agenda.",Accessibility,102
"As an OlderPerson, I want to use ALFRED to pay for small amounts.",Accessibility,65
"As an OlderPerson, I want to have a very good battery for ALFRED so I can keep him on the whole day.",Accessibility,100
"As an OlderPerson, I want to have an ALFRED device that informs me about a low battery when leaving the house.",Accessibility,110
"As an OlderPerson, I want to have an ALFRED device that can be easily adapted for user that have visual or hearing troubles.",Accessibility,124
"As an OlderPerson, I want to have an ALFRED device that can be easily adapted for user that have visual troubles.",Accessibility,113
"As an OlderPerson, I want to have an ALFRED device that can be easily adapted for user that have hearing trouble.",Accessibility,113
"As an OlderPerson, I want to have an ALFRED device that repeats the last phrase.",Accessibility,80
"As an OlderPerson, I want to be able to zoom into visual content.",Accessibility,65
"As an OlderPerson, I want to have an ALFRED device that responds to the changing demand of the users by offering new Apps in the ALFREDO platform.",Accessibility,146
"As an OlderPerson, I want to have an ALFRED device that helps me to communicate with my friends and family.",Accessibility,107
"As an OlderPerson, I want to have video conversation with others.",Accessibility,65
"As a MedicalCaregiver, I want to have videophone.",Accessibility,49
"As an OlderPerson, I want to have an AFLRED device that encourages its users for real interaction between humans and not only with ICT tools.",Accessibility,141
"As an OlderPerson, I want to have an ALFRED device that provides me with information about existing apps that corresponds to my interests.",Accessibility,138
"As an OlderPerson, I want to be able to customize my preferences in the different functionalities of the solution.",Accessibility,114
"As a MedicalCaregiver, I want to have a simple ALFRED unit that is expandable in is functions.",Aggregation,94
"As an OlderPerson, I want to have my data stored directly on the phone.",Accessibility,71
"As an OlderPerson, I want to receive a wake up call from ALFRED in the morning checking on me if I am ok.",Accessibility,105
"As an OlderPerson, I want to receive day and night rythm support with agenda reminders.",Consistency,87
"As an OlderPerson, I want to receive support to use the public transport.",Accessibility,73
"As an OlderPerson, I want to use ALFRED for navigation.",Accessibility,55
"As an OlderPerson, I want to use ALFRED for touristic walks and indications with explanations on historical and cultural sights.",Accessibility,128
"As an OlderPerson, I want to receive support to have a taxi on time.",Accessibility,68
"As an OlderPerson, I want to use ALFRED to see who is standing at my door and open the door.",Accessibility,92
"As an OlderPerson, I want to use ALFRED to pick the phone sooner up when I am at home.",Accessibility,86
"As an OlderPerson, I want to use ALFRED to turn on/off the lights.",Accessibility,66
"As an OlderPerson, I want to use ALFRED to control the heating.",Accessibility,63
"As an OlderPerson, I want to use ALFRED to control the TV and radio.",Accessibility,68
"As an OlderPerson, I want to use ALFRED to watch movies.",Accessibility,56
"As an OlderPerson, I want to use ALFRED to hear about the news.",Accessibility,63
"As an OlderPerson, I want to use ALFRED to contact help in case of an emergency.",Contacts,80
"As a MedicalCaregiver, I want to use video calls in case of emergency.",Accessibility,70
"As an OlderPerson, I want to have ALFRED contact the nearest caregiver when I ask ALFRED for urgent help.",Contacts,105
"As an OlderPerson, I want to receive a message when my home care nurse is on her way.",Accessibility,85
"As an OlderPerson, I want to receive a medicine reminder from ALFRED.",Accessibility,69
"As an OlderPerson, I want to be able to see whether I already have taken my pills, so that I can avoid an overdose.",Accessibility,115
"As a MedicalCaregiver, I want to be able to see if the patient has taken her medicine.",Accessibility,86
"As an OlderPerson, I want to use ALFRED to do my grocery shopping.",Accessibility,66
"As an OlderPerson, I want to use ALFRED to send messages.",Accessibility,57
"As an OlderPerson, I want to have ALFRED to detect falls and send an emergency to a specific contact.",Contacts,101
"As an OlderPerson, I want to have ALFRED to suggest healthy recipes.",Accessibility,68
"As an OlderPerson, I want to have ALFRED ask spontaneous questions but it would be better to programme it during certain times of the day.",Accessibility,138
"As an OlderPerson, I want to have ALFRED to initiate questions, but it should be in the domains of my interest such as cinema, exhibitions, cooking.",Accessibility,148
"As an OlderPerson, I want to be able to call someone with ALFRED.",Accessibility,65
"As an OlderPerson, I want to activate the vocal interaction mode of ALFRED by pushing a specific button.",Accessibility,104
"As an OlderPerson, I want to use ALFRED to maintain my contact list in my phone.",Accessibility,80
"As an OlderPerson, I want to use ALFRED to manage my agenda.",Accessibility,60
"As an OlderPerson, I want to insert my meetings into ALFRED using speech.",Accessibility,73
"As an OlderPerson, I want to receive reminders on my appointments.",Accessibility,66
"As an OlderPerson, I want to receive a reminder from ALFRED on all the things I need to bring with me when I leave the house.",Accessibility,125
"As a SocialCaregiver, I want ALFRED to remind me of the things I need to bring to the person I care for.",Contacts,104
"As an OlderPerson, I want to use ALFRED to set up social groups of people with similar diseases.",Aggregation,96
"As an OlderPerson, I want to use ALFRED to contact people from my own circle.",Contacts,77
"As an OlderPerson, I want to use ALFRED to learn about art expositions or a museum.",Accessibility,83
"As an OlderPerson, I want to use ALFRED to learn about all the social activities that are organized in my neighborhood.",Accessibility,119
"As an OlderPerson, I want to use ALFRED to get a personalized invitation to a social event, so that it motivates more to go.",Accessibility,124
"As an OlderPerson, I want to use ALFRED to navigate to an event or concert and help me when I am lost.",Accessibility,102
"As an OlderPerson, I want to use ALFRED to help me navigate despite my mild cognitive impairments.",Accessibility,98
"As an OlderPerson, I want to be able to pay for small amounts.",Accessibility,62
"As an OlderPerson, I want to use ALFRED to organize a meeting with a group of friends at a certain place.",Accessibility,105
"As an OlderPerson, I want to play online games together with other users.",Accessibility,73
"As an OlderPerson, I want to get suggestions for sports classes in my neighbourhood.",Accessibility,84
"As an OlderPerson, I want to have ALFRED to enable me to have face to face contacts as well, so that I do not just have virtual contacts over ALFRED.",Contacts,149
"As an OlderPerson, I want to help me to control my body weight.",Accessibility,63
"As an OlderPerson, I want to just press one button to call my caregiver.",Accessibility,72
"As an OlderPerson, I want to decide who has access to my vital data.",Accessibility,68
"As a MedicalCaregiver, I want to be sure that the user can decide who has access to her data.",Accessibility,93
"As an OlderPerson, I want to have the wearables with integrated sensors to look good and not to be stigmatizing.",Accessibility,112
"As an OlderPerson, I want to see my vital parameters myself on the phone.",Accessibility,73
"As an OlderPerson, I want to have the ALFRED shirt to look good.",Accessibility,64
"As an OlderPerson, I want to have the ALFRED shirt has to be non stigmatizing.",Accessibility,78
"As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's blood pressure.",Accessibility,95
"As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's body temperature.",Accessibility,97
"As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's heart rate.",Accessibility,91
"As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's breathing frequency.",Accessibility,100
"As a MedicalCaregiver, I want to have feedback on the activity level of the user.",Accessibility,81
"As a MedicalCaregiver, I want to locate the ALFRED user.",Accessibility,56
"As a SocialCaregiver, I want to have ALFRED to be able to recognize pain and or stress by using skin conduction sensors.",Accessibility,120
"As a SocialCaregiver, I want to have a step counter included into ALFRED.",Accessibility,73
"As an OlderPerson, I want to have ALFRED to give me goals and missions that encourage me to do new activities and exercises and to go out.",Accessibility,138
"As an OlderPerson, I want to have ALFRED to set limits in the games duration as I get bored easily.",Accessibility,99
"As an OlderPerson, I want to play games where I can use my Imagination.",Accessibility,71
"As an OlderPerson, I want to do guided exercises with ALFRED and ALFRED should also use sensors to capture health data while I am doing exercises.",Accessibility,146
"As an OlderPerson, I want to have games that include my favourite sports.",Accessibility,73
"As an OlderPerson, I want to receive suggestions about local sport Classes.",Accessibility,75
"As an OlderPerson, I want to have ALFRED to remind me to keep a good body posture.",Consistency,82
"As a MedicalCaregiver, I want to have ALFRED to remind people to exercise regularly.",Consistency,84
"As an OlderPerson, I want to receive specific tips how to reduce my health impairments without medication.",Accessibility,106
"As an OlderPerson, I want to have some games that show me how good my memory and physical health is.",Accessibility,100
"As an OlderPerson, I want to have training for specific muscle Groups.",Consistency,70
"As a MedicalCaregiver, I want to have ALFRED to offer training for specific muscle groups.",Consistency,90
"As an OlderPerson, I want to be able to see my training Performance.",Accessibility,68
"As an OlderPerson, I want to have ALFRED to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.",Accessibility,157
"As a MedicalCaregiver, I want to have ALFRED to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.",Accessibility,182
"As an OlderPerson, I want to games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.",Accessibility,152
"As a MedicalCaregiver, I want to control if the user does the exercise correct.",Consistency,79
"As a MedicalCaregiver, I want to have a regular summary on how much exercise is performed by the user.",Consistency,102
"As an InformalCaregiver, I want to have a game that the carer could play together with the user, so that it would enable to monitor the users’ state of health but also have some fun time.",Consistency,187
"As a MedicalCaregiver, I want to have ALFRED to propose training that promotes complex thinking.",Aggregation,96
"As a MedicalCaregiver, I want to give corrective feedback if exercises are performed wrong, too much or in any other way harmful to the user.",Accessibility,141
"As a developer, I want to present my app to as many people as Possible.",Accessibility,71
"As a developer, I want to have the accounting to be as simple and clear as Possible.",Accessibility,84
"As a developer, I want to easily create and to maintain my apps within the market place.",Consistency,88
"As a developer, I want to enable customers to provide feedback about my App and need an easy way to watch this feedback.",Accessibility,120
"As a developer, I want to have an easy way to manage the pricing modality of my Apps.",Consistency,85
"As a developer, I want to have the API to be well defined and well documented.",Consistency,78
"As a developer, I want to obtain Apps development support.",Chat,58
"As a developer, I want to know the fees the provider of the market place charges for using the platform.",Aggregation,104
"As a developer, I want to be notified as soon as possible when the state of any of my Apps changes.",Consistency,99
"As a developer, I want to have detailed information of what happened when my App crashes on the user’s device.",Chat,110
"As a developer, I want to present my App in several ways.",Contacts,57
"As a developer, I want to be able to design my App on my own - though there will be a few rules I have to stand to.",Consistency,115
"As a developer, I want to have an easy way to define questions the user can ask and perform.",Chat,92
"As a developer, I want to have my App to be granted access to several operating system features.",Accessibility,96
"As a developer, I want to have the API components to be on a high level so that I don’t have to deal with their details.",Aggregation,120
"As a developer, I want to have an easy way to read data from health sensors the user is wearing.",Accessibility,96
"As a serious games developer, I want to be able to take control over some functions to provide the desired user experience.",Consistency,123
"As a developer, I want to provide an easy way to manage the user Settings.",Aggregation,74
"As a developer, I want to have the ALFRED API to reduce the work to achieve my goals.",Aggregation,85
"As a doctor, I want to be able to write prescriptions for patients.",Accessibility,67
"As a doctor, I want to be able to automatically transfer prescriptions to pharmacy information systems.",Accessibility,103
"As a patient, I want to be able to view prescriptions written by doctors, so that I can use it as reference when I visit the pharmacy.",Accessibility,134
"As a pharmacist, I want to be able to view prescriptions that have been transferred, so that I know what patients need.",Accessibility,119
"As a patient, I want to be able to edit my personal information online.",Accessibility,71
"As a system administrator, I want all data to be stored in a central database, so that there are fewer discrepancies between departments.",Consistency,137
"As a system administrator, I want Electronic Medical Records (EMRs) to be integrated with the new management system, so that there is a digital collection of a patient􀍛s medical information available.",Aggregation,200
"As a doctor, I want to be able to view the patient􀍛s medical history􀍘",Accessibility,69
"As a doctor, I want to be able to view the patient􀍛s personal information􀍘",Accessibility,74
"As a nurse, I want to be able to view the patient􀍛s medical history􀍘",Accessibility,68
"As a nurse, I want to be able to view the patient􀍛s personal information􀍘",Accessibility,73
"As a nurse, I want to be able to make notes of patients.",Accessibility,56
"As a receptionist, I want to be able to view the EMR of a patient, so that I have the information required to contact the patient.",Accessibility,130
"As a receptionist, I want to be able to schedule appointments.",Accessibility,62
"As a patient, I want to be able to schedule appointments online on a personal computer.",Accessibility,87
"As a doctor, I want mobile devices to be integrated with EMRs, so that any data collected by mobile devices can be stored on EMRs.",Consistency,130
"As a patient, I want to be able to request new prescriptions via the online appointment scheduling.",Accessibility,99
"As a systems analyst, I want clinical data to be collected, so that I can perform prescriptive analytics as well as predictive analytics.",Aggregation,137
"As a systems analyst, I want to have access to clinical data that is collected by hospital employees, so that I can perform prescriptive analytics as well as predictive analytics.",Accessibility,179
"As a systems analyst, I want to be able to view the data on bed occupancy rate, so that I can perform analytics on the data.",Accessibility,124
"As a systems analyst, I want to be able to view the data on room scheduling, so that I can perform analytics on the data.",Accessibility,121
"As a systems analyst, I want to be able to view the employee schedules, so that I can use predictive analytics in order to find out how many employees are needed.",Accessibility,162
"As a system administrator, I want all the data viewed by systems analysts to be anonymized, so that patient safety is ensured.",Aggregation,126
"As a system administrator, I want the new system to comply to GDPR standards, in order to ensure that the data within the system is protected.",Consistency,142
"As a doctor, I want the patient to be excluded from viewing any information that is not intended to be viewed by them, so that there are no security risks.",Authentication,155
"As a system administrator, I want to be able to restrict components from being viewed by patients, so that the patient does not have access to data that is not meant for them.",Accessibility,175
"As a system administrator, I want to be able to grant different levels of access to users of the management system, so that certain functionalities can be excluded from those users.",Accessibility,181
"As a patient, I want to be able to access the components of the EMR that the hospital has intended me to see.",Accessibility,109
"As a patient, I want to be able to view my test results once they have returned from the lab.",Accessibility,93
"As a patient, I want to be able to access and view my EMR on a mobile device.",Accessibility,77
"As a patient, I want to be able to schedule an appointment on a mobile device.",Accessibility,78
"As a patient, I want to be able to request new prescriptions on a mobile device.",Accessibility,80
"As a patient, I want to be able to view prescriptions on a mobile device.",Accessibility,73
"As a doctor, I want to be able to use the hospital management system on a mobile device, so that I can access the system no matter my current location.",Accessibility,151
"As a doctor, I want to have access to all the functionalities on a mobile device that I also have access to on a personal computer.",Accessibility,131
"As a systems analyst, I want the start and end date of appointments to be registered into the management system, so that I can determine the average duration of an appointment.",Aggregation,176
"As a system administrator, I want the management system to only be accessible by users who have been granted access, so that patient data does not get leaked.",Accessibility,158
"As a system administrator, I want the management system to have a login system that prompts users to log into their private account.",Authentication,132
"As a doctor, I want the data stored on the old management systems to be transferred to the new core management system, so that I do not lose any data.",Consistency,150
"As a nurse, I want the data stored on the old management systems to be transferred to the new core management system, so that I do not lose any data.",Consistency,149
"As a anonymoususer, I want to view a list of sponsors, so that I can thank all the awesome sponsors.",Aggregation,100
"As a anonymoususer, I want to view a list of user profiles, so that I know who is attending the conference.",Aggregation,107
"As a trainingcoordinator, I want to email all the trainers at once from the website for info and updates, so that It is easier to use.",Aggregation,134
"As a attendee, I want to have a very clear map where the buildings and rooms are, so that I can make it to class on time.",Accessibility,121
"As a trainer, I want to edit my training node myself, so that the training coordinators don't have to and links to slides.",Aggregation,122
"As a trainee, I want to limit to one registration per day per authenticated user, so that we don't have duplicate spaces.",Authentication,121
"As a trainingcoordinator, I want to have an admin view that helps track registration status for each attendee so that, so that we can see if attendend, refunded, no show.",Aggregation,170
"As a attendee, I want to be added to a training waitlist, so that so they can be considered for a class.",Contacts,104
"As a trainee, I want to must accept the cancellation terms with a checkbox, so that they can be accountable..",Authentication,109
"As a trainingcoordinator, I want to tie in a cancellation deadline to whatever registration / cancellation workflow exists, so that so we don't loose money or spots.",Consistency,165
"As a trainee, I want to add to ""my schedule"" if there is a schedule feature on the site, so that they can schedule their event experience.",Aggregation,138
"As a trainee, I want to see which trainings I have signed up for, so that they can schedule their event experience.",Consistency,115
"As a trainingcoordinator, I want to have an admin view where all trainee information is shown and can be filtered to show a single training session, so that I can see WTF is happening.",Aggregation,184
"As a anonymoususer, I want to have a link on the home page to a list of training options, so that I can take training.",Accessibility,118
"As a anonymoususer, I want to find out where the coding lounge is and what time it is open, so that I can code with my friends.",Chat,127
"As a administrator, I want to refund sponsorship money that was processed via stripe, so that people get their monies back.",Consistency,123
"As a authenticateduser, I want to find a link on the sponsorships page to become a $350 level sponsor, so that I can pay for and become a sponsor role.",Authentication,151
"As a anonymoususer, I want to See a list of attendees associated with this company, so that I know who from this sponsor organization is attending.",Contacts,147
"As a authenticateduser, I want to identify myself as and pay for a $350 company sponsorship, so that I can easily become a sponsor at this level without having to interface with badcamp personnel to get a sponsorship.",Authentication,217
"As a administrator, I want to create and maintain venues, so that I can provide location details to help users find what they're looking for.",Consistency,141
"As a anonymoususer, I want to view venue details, so that I can get a sense of the location and see the events happening there.",Accessibility,127
"As a anonymoususer, I want to see a list of the sessions associated with sponsor attendees, so that I know where I can engage with this sponsor and where they are thought leaders.",Aggregation,179
"As a authenticateduser, I want to See a payment page to pay for my individual sponsorships as the third step of the registration process so that pay for my sponsorship.",Authentication,168
"As a administrator, I want to assign sponsors to events, trainings and summits so that They will be featured on the sponsor detail page.",Consistency,136
"As a anonymoususer, I want to see all events, trainings and summits that a sponsor is sponsoring so that I know where I can engage with this sponsor and where they are thought leaders.",Aggregation,184
"As a authenticateduser, I want to Enter payment information and have my card charged for an individual sponsorship, so that I can pay for an individual sponsorship.",Authentication,164
"As a sponsor, I want to link BADCamp attendees to my sponsorship page, so that I can show off our level of attendance.",Consistency,118
"As a authenticateduser, I want to update my user profile, so that I can connect with other Drupalists at BADCamp.",Authentication,113
"As a anonymoususer, I want to sign up for the BADCamp newsletter, so that I can stay up to date with the latest communications about BADCamp.",Contacts,141
"As a administrator, I want to tag my blog posts for consumption by Drupal Planet, so that they will be listed on the Drupal Planet blog.",Aggregation,136
"As a administrator, I want to create blog posts, so that I can share the latest information about BADCamp with the public.",Aggregation,122
"As a anonymoususer, I want to read the blog, so that I can stay informed about all the latest happenings with BADCamp.",Aggregation,118
"As a sponsor, I want to sponsor a summit that matches my brand, so that I can get exposure to potential customers and otherwise tout my Drupal credentials.",Consistency,155
"As a attendee, I want to register for a summit, so that I can reserve my seat at the summit.",Authentication,92
"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.",Accessibility,133
"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Authentication,183
"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.",Contacts,156
"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.",Aggregation,152
"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.",Consistency,164
"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.",Consistency,164
"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.",Aggregation,137
"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Aggregation,139
"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Aggregation,137
"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.",Authentication,137
"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.",Aggregation,131
"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Contacts,177
"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Aggregation,78
"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.",Authentication,104
"As a administrator, I want to assign a room to a time slot and a location, so that I can populate the schedule .",Consistency,112
